CodiProva;NomProva;CodiResultat;NomResultat;LOINC;ProvaAnulada;Sinonims;Secció;Mètode;CENTRE COST;ACTIVITAT
7469;CULTIU ANAEROBI Teixit periprotèsic;1;CULTIU ANAER Teixit periprotès;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;2034
7603;TINCIÓ ZIEHL Esput;1;TINCIÓ ZIEHL Esput;647-8;N;;MICROBIOLOGIA;Tinció Ziehl-Neelsen;MICROBIOLOGIA GENERAL;2033
7505;HEMOCULTIU AEROBI PEDIÀTRIC;1;HEMOCULTIU AEROBI PEDIÀTRIC;17928-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;2025
1924;CRIBRATGE METADONA Orina esporàdica;1;METADONA Orina;3773-9;N;;TOXICOLOGIA/FARMACOLOGIA;Enzimoimmunoassaig homogeni;MODULAR / COBAS INTEGRA;1991
1924;CRIBRATGE METADONA Orina esporàdica;2;METADONA Orina (quanti);3774-7;N;;TOXICOLOGIA/FARMACOLOGIA;Enzimoimmunoassaig homogeni;MODULAR / COBAS INTEGRA;1991
1952;DIGOXINA Sèrum;1;DIGOXINA Sèrum;10535-3;N;;TOXICOLOGIA/FARMACOLOGIA;Turbidimetria;MODULAR / COBAS INTEGRA;1991
4471;AC. ANTI-LKM Sèrum;1;AC. ANTI-LKM Sèrum;58907-7;N;Ac. LKM, Autoanticosos microsomals LKM;AUTOIMMUNITAT;Immunofluorescència indirecta;HELIOS;1943
100A;GLUCOSA 1h_O'Sullivan Sèrum;1;GLUCOSA 1 h_O'Sullivan Sèrum;1504-0;N;;BIOQUÍMICA;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1932
1336;SELENI Sèrum;1;SELENI Sèrum;5724-0;N;;BIOQUÍMICA;Espectroscopia d'EA / EM (ICP-MS);REF;1931
4001;PROTEÏNOGRAMA Orina 24 h;1;PROTEÏNES EF Orina 24 h;49301-5;N;;IMMUNOLOGIA;Electroforesi;HYDRASYS/INTERLAB;1926
3031;TIROGLOBULINA (TGB) Sèrum;1;TGB Sèrum;0;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;1894
8171;AC. IGM XARAMPIÓ Sèrum;1;IGM XARAMPIÓ Sèrum;35276-5;N;XARAMPIÓ Ac. IGM;SEROLOGIA INFECCIOSA;Enzimoimmunoassaig;LIAISON;1837
7410;CULTIU AEROBI Abscés;1;CULTIU AEROBI Abscés;597-5;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1789
1164;CALCI Orina esporàdica;1;CALCI Orina esporàdica;17862-4;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1786
1095;ALDOLASA Sèrum;1;ALDOLASA Sèrum;1761-6;N;ALD, fructosa-bisfosfato-aldolasa;BIOQUÍMICA;Cinètica enzimàtica;MODULAR / COBAS INTEGRA;1766
7092M;VIGILÀNCIA M.O. MULTIRESISTENTS Frotis faringi;1;VIGILÀNCIA MR Faringi;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1753
1046;PERFIL NADÓ;1;GLUCOSA NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;2;SODI NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;3;POTASSI NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;4;CALCI IONIC NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;5;LACTAT NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;6;HEMATÒCRIT NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;7;pH NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;8;pCO2 NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;9;pO2 NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;10;Calci iònic 7,4 NADÓ;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;11;Bicarbonat NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;12;HCO3 std NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;13;TCO2 NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;14;BEecf NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;15;BE_B_NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
1046;PERFIL NADÓ;16;SAT O2 NADÓ C;0;N;;BIOQUÍMICA;Potenciometria;RAPID POINT;1731
7412;TINCIÓ GRAM Abscés;1;TINCIÓ GRAM Abscés;14358-6;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;1682
8058B;QUANTIFICACIÓ ADN CITOMEGALOVIRUS Sang;1;QUANTIFICACIÓ ADN CMV Sang;0;N;;BIOLOGIA MOLECULAR;PCR en temps real;M2000RT (ABBOT);1657
8161;AC. IGM PAROTIDITIS Sèrum;1;IGM PAROTIDITIS Sèrum;25419-3;N;IgM galteres;SEROLOGIA INFECCIOSA;Quimioluminiscència;LIAISON;1642
1861;HOMOCISTEÏNA Plasma;1;HOMOCISTEÏNA Plasma;13965-9;N;;HORMONES;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1641
1152;CALCI Orina 24 h;1;CALCI Orina concentració;18488-7;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1628
1152;CALCI Orina 24 h;2;CALCI Orina 24 h;6874-2;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1628
7201;DETECCIÓ S. AGALACTIAE Frotis vagino-rectal;1;S. AGALACTIAE Vagino-rectal;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1615
1185G;COLESTEROL NO HDL Sèrum;1;COLESTEROL NO HDL Sèrum;43396-1;N;;BIOQUÍMICA;Càlcul;MODULAR / COBAS INTEGRA;1613
7418;TINCIÓ GRAM Úlcera;1;TINCIÓ GRAM Úlcera;0;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;1605
1021;ACLARIMENT CREATININA Orina 24 h;1;CREATININA Orina concentració;20624-3;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1604
1021;ACLARIMENT CREATININA Orina 24 h;2;CREATININA Orina 24 h;2162-6;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1604
1021;ACLARIMENT CREATININA Orina 24 h;3;CREATININA Orina/Kg/24 h;35654-3;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1604
1021;ACLARIMENT CREATININA Orina 24 h;4;ACLARIMENT CREATININA;12195-4;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1604
3148;SHBG Sèrum;1;SHBG;13967-5;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;1594
7560;CULTIU AEROBI L. sinovial;1;CULTIU AEROBI L. sinovial;621-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1592
5700;HLA B-27 CRIBRATGE Sang;1;HLA B-27 CRIBRATGE Sang;26028-1;N;Antígen leucocitari humà B27;IMMUNOLOGIA;Citometria de flux;FACS;1577
3201;ACTH BASAL 8 h Plasma;1;ACTH (8 h) Plasma;42598-3;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;1566
4139;LIPOPROTEÏNA (a) Sèrum;1;LIPOPROTEÏNA (a) Sèrum;10835-7;N;Lpa;BIOQUÍMICA;Immunoturbidimetria;MODULAR / COBAS INTEGRA;1549
6200;ANTITROMBINA III Plasma;1;ANTITROMBINA III (S) Plasma;27811-9;N;;HEMOSTÀSIA;Amidolític;CS;1535
7411;CULTIU ANAEROBI Abscés;1;CULTIU ANAEROBI Abscés;598-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1519
8195;D. MOL. SARS-CoV2 (CONFIRM GEN N) Nasofaringi;1;PCR SARS-CoV2 Confirm GEN N;6,2461E+13;N;;BIOLOGIA MOLECULAR;PCR en temps real;BIOL. MOLEC. GENERAL;1506
1078;AMONI Plasma;1;AMONI Plasma;22763-7;N;Amoni en plasma, Amoniemia;BIOQUÍMICA;Enzimàticoespectrofotometria UV;MODULAR / COBAS INTEGRA;1492
1850;ENZIM CONVERSOR ANGIOTENSINA (ECA) Sèrum;1;ECA Sèrum;2742-5;N;ECA;BIOQUÍMICA;Cinètica;MODULAR / COBAS INTEGRA;1473
7540;CULTIU AEROBI L. peritoneal;1;CULTIU AEROBI L. peritoneal;619-7;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1471
2550;RECOMPTE CEL·LULAR L. peritoneal;1;CÈL. NUCLEADES L. peritoneal;51926-4;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1468
2550;RECOMPTE CEL·LULAR L. peritoneal;2;HEMATIES L. peritoneal;795-5;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1468
1203;AMILASA Orina esporàdica;1;AMILASA Orina esporàdica;1799-6;N;;ORINA/LÍQUIDS/SECREC.;Cinètica enzimàtica;MODULAR / COBAS INTEGRA;1462
2560;GLUCOSA L. peritoneal;1;GLUCOSA L. peritoneal;2347-3;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1450
2570;PROTEÏNES L. peritoneal;1;PROTEÏNES L. peritoneal;2883-7;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1450
4122;CERULOPLASMINA Sèrum;1;CERULOPLASMINA Sèrum;2064-4;N;;BIOQUÍMICA;Immunoturbidimetria;MODULAR / COBAS INTEGRA;1439
1025;CREATININA Orina 24 h;1;CREATININA Orina concentració;20624-3;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1425
1025;CREATININA Orina 24 h;2;CREATININA Orina 24 h;2162-6;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1425
4108;A1-ANTITRIPSINA Sèrum;1;A1-ANTITRIPSINA Sèrum;1825-9;N;A-1-AT,  AAT, alfa-1- proteinasa inhibidor,  A1PI;BIOQUÍMICA;Immunoturbidimetria;MODULAR / COBAS INTEGRA;1420
1823;CONFIRMACIÓ ETILSULFAT Orina esporàdica;1;CONFIRMACIÓ EtS Orina;0;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;HPLC GENERAL;1414
1824;CONCENTRACIÓ ETILSULFAT Orina esporàdica;1;CONCENTRACIÓ EtS Orina;0;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;HPLC GENERAL;1414
1821;CONFIRMACIÓ ETILGLUCURÒNID Orina esporàdica;1;CONFIRMACIÓ EtG Orina;0;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;HPLC GENERAL;1412
1822;CONCENTRACIÓ ETILGLUCURÒNID Orina esporàdica;1;CONCENTRACIÓ EtG Orina;0;N;;TOXICOLOGIA/FARMACOLOGIA;Cromatografia líquida tàndem masses;HPLC GENERAL;1412
8522;ANTIGEN Streptococcus pyogenes Frotis faringi;1;Ag. S.pyogenes Frotis faringi;18481-2;N;;MICROBIOLOGIA;Immunocromatografia;MICROBIOLOGIA GENERAL;1410
7541;CULTIU ANAEROBI L. peritoneal;1;CULTIU ANAEROBI L. peritoneal;619-7;N;Cultiulíquid ascític (anaerobi);MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1408
7207;CULTIU TRICHOMONAS Frotis vaginal;1;CULTIU F. Vaginal Trichomonas;10728-4;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1393
7570;CULTIU L. nutrició parenteral;1;CULTIU L. nutrició parenteral;58940-8;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1391
7101;DETECCIÓ S. AGALACTIAE Orina;1;S. AGALACTIAE Orina;586-8;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1386
3142;TESTOSTERONA LLIURE CALCULADA Sèrum;1;TESTOSTERONA LLIURE CALCULADA;21555-8;N;Fórmula de Vermeulen;HORMONES;Càlcul;ELECSYS / COBAS H232;1372
4219;PROTEÏNA EPIDIDIMAL HUMANA 4 (HE-4) Sèrum;1;HE-4 Sèrum;55180-4;N;HE4;MARCADORS TUMORALS;Electroquimioluminescència;ELECSYS / COBAS H232;1364
3132;17-ALFA-HIDROXIPROGESTERONA Sèrum;1;17-a-OH-PROGESTERONA Sèrum;1668-3;N;17alfa-OHP, 17-OH-PRG;HORMONES;Enzimoimmunoassaig;EVOLIS;1358
3057A;ALBÚMINA Orina 24 h;1;ALBÚMINA Orina concentració;21059-1;N;;ORINA/LÍQUIDS/SECREC.;Nefelometria;MODULAR / COBAS INTEGRA;1343
3057A;ALBÚMINA Orina 24 h;2;ALBÚMINA Orina 24 h;1755-8;N;;ORINA/LÍQUIDS/SECREC.;Nefelometria;MODULAR / COBAS INTEGRA;1343
4520;AC. ANTI-MIELOPEROXIDASA NEUTRÒFIL Sèrum;1;AC. ANTI-MPO Sèrum;46266-3;N;Anticossos anti-MPO;AUTOIMMUNITAT;Enzimoimmunoassaig;BIOPLEX;1334
2400;RECOMPTE CEL·LULAR L. cefaloraquidi;1;CÈL·LULES NUCLEADES LCR;58906-9;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1315
2400;RECOMPTE CEL·LULAR L. cefaloraquidi;2;HEMATIES LCR;792-2;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1315
2551;FÓRMULA L. peritoneal;1;C. POLIMORFONUCLEADES L.perit.;13836-2;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1313
2551;FÓRMULA L. peritoneal;2;CÈL MONONUCLEADES L.peritoneal;14821-3;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1313
2410;GLUCOSA L. cefaloraquidi;1;GLUCOSA LCR;2342-4;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1305
2420;PROTEÏNES L. cefaloraquidi;1;PROTEÏNES LCR;2880-3;N;;ORINA/LÍQUIDS/SECREC.;Turbidimetria;MODULAR / COBAS INTEGRA;1305
1148;CALCI / CREATININA Orina esporàdica;1;CALCI/CREATININA Orina espor;9321-1;N;;ORINA/LÍQUIDS/SECREC.;Càlcul;MODULAR / COBAS INTEGRA;1298
3579;VITAMINA A Sèrum;1;VITAMINA A Sèrum;2923-1;N;Retinol;BIOQUÍMICA;Cromatografia líquida alta resolució;HPLC GENERAL;1279
7610;CULTIU Micobacteris Broncoaspirat medi sòlid;1;C. Micobact. Broncoaspirat MS;9823-6;N;BK en BAS, Micobacteries en broncoaspirat;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1269
7612;TINCIÓ AURAMINA Broncoaspirat;1;TINCIÓ AURAMINA Broncoaspirat;53522-9;N;;MICROBIOLOGIA;Tinció per fluorescència;MICROBIOLOGIA GENERAL;1267
7611;CULTIU Micobacteris Broncoaspirat medi líquid;1;C. Micobact.Broncoaspirat ML;9823-6;N;;MICROBIOLOGIA;Colorimetria;MICROBIOLOGIA GENERAL;1265
7106;DESPISTATGE CANDIDA Axil·lar;1;DESPISTATGE CANDIDA Axil·lar;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1259
8025;ANTIGEN e VIRUS HEPATITIS B Sèrum;1;ANTIGEN e VHB Sèrum;13954-3;N;HBeAG;SEROLOGIA INFECCIOSA;Quimioluminiscència;LIAISON;1257
8219D;D. MOL. SARS-CoV2 (SJD) Nasofaringi;1;PCR SARS-CoV2 Nasofaríngeo;6,2461E+13;N;;BIOLOGIA MOLECULAR;PCR en temps real;HSD;1249
7490;CULTIU Biòpsia òrgan;1;CULTIU Biòpsia òrgan;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1245
7490;CULTIU Biòpsia òrgan;2;Origen de la biòpsia;20474-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1245
8143O;ARRAY I. TRANSMISSIÓ SEXUAL Orina;1;CHLAMYDIA TRACHOMATIS Orina;0;N;;BIOLOGIA MOLECULAR;Array;BIOL. MOLEC. GENERAL;1230
8143O;ARRAY I. TRANSMISSIÓ SEXUAL Orina;2;NEISSERIA GONORRHOEAE Orina;0;N;;BIOLOGIA MOLECULAR;Array;BIOL. MOLEC. GENERAL;1230
8143O;ARRAY I. TRANSMISSIÓ SEXUAL Orina;3;TRICHOMONAS VAGINALIS Orina;0;N;;BIOLOGIA MOLECULAR;Array;BIOL. MOLEC. GENERAL;1230
8143O;ARRAY I. TRANSMISSIÓ SEXUAL Orina;4;MYCOPLASMA GENITALIUM Orina;0;N;;BIOLOGIA MOLECULAR;Array;BIOL. MOLEC. GENERAL;1230
4177;CADENES KAPPA/LAMBDA Orina 24 h;1;CADENES KAPPA Orina;15188-6;N;;IMMUNOLOGIA;Turbidimetria;BNPROSPECT;1229
4177;CADENES KAPPA/LAMBDA Orina 24 h;2;CADENES LAMBDA Orina;15187-8;N;;IMMUNOLOGIA;Turbidimetria;BNPROSPECT;1229
4177;CADENES KAPPA/LAMBDA Orina 24 h;3;ÍNDEX K/L Orina;49908-7;N;;IMMUNOLOGIA;Turbidimetria;BNPROSPECT;1229
4014;BANDES MONOCLONALS IMMUNOFIXACIÓ Orina 24 h;1;IMMUNOFIXACIÓ Orina;33042-3;N;Bandes monoclonals en orina, Proteinúria de Bence-Jones;IMMUNOLOGIA;Immunofixació;HYDRASYS/INTERLAB;1216
7542;TINCIÓ GRAM L. peritoneal;1;TINCIÓ GRAM L. peritoneal;14359-4;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;1214
8204;ANTIGEN SARS-CoV2 (IF) Nasofaringi;1;AG SARS-CoV2 (IF) Nasofaringi;840536004;N;;SEROLOGIA INFECCIOSA;Immunofluorescència;COVID;1211
4M06;Alternaria alternata IgE sèrum;1;IgE Alternaria alternata;6020-2;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1210
7107;DESPISTATGE CANDIDA Perineal;1;DESPISTATGE CANDIDA Perineal;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1209
8020;AC. ANTI e VIRUS HEPATITIS B Sèrum;1;AC. VHBe Sèrum;13953-5;N;Anticossos anti- Hbe;SEROLOGIA INFECCIOSA;Quimioluminiscència;LIAISON;1206
7083R;CONTROL INFECCIÓ NOSOCOMIAL Frotis rectal;1;CI nosocomial frotis rectal;0;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1206
8219C;D. MOL. SARS-CoV2 (C) Nasofaringi;1;PCR SARS-CoV2 (C) Nasofaringi;6,2461E+13;N;;BIOLOGIA MOLECULAR;PCR en temps real;CLI;1200
6210;PROTEÏNA C (S) Plasma;1;PROTEÏNA C (S) Plasma;27818-4;N;;HEMOSTÀSIA;Substrat cromogènic;CS;1197
1206;CALCI CORREGIT AMB ALBÚMINA Sèrum;1;CALCI CORREGIT AMB ALBÚMINA;0;N;;BIOQUÍMICA;Càlcul;MODULAR / COBAS INTEGRA;1167
7561;CULTIU ANAEROBI L. sinovial;1;CULTIU ANAEROBI L. sinovial;621-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1165
7013;CULTIU FONGS Broncoaspirat;1;CULTIU FONGS BAS;24009-3;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1162
2600;RECOMPTE CEL·LULAR L. sinovial;1;CÈL. NUCLEADES L. sinovial;53557-5;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1158
2600;RECOMPTE CEL·LULAR L. sinovial;2;HEMATIES L. sinovial;797-1;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1158
2600;RECOMPTE CEL·LULAR L. sinovial;3;CRISTALLS L. sinovial;5781-0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1158
7562;TINCIÓ GRAM L. sinovial;1;TINCIÓ GRAM L. sinovial;14363-6;N;;MICROBIOLOGIA;Tinció de Gram;MICROBIOLOGIA GENERAL;1153
8128;QUANTIFICACIÓ ADN VIRUS BK;1;Virus BK en plasma;32362-6;N;;BIOLOGIA MOLECULAR;PCR;HC;1151
7613;TINCIÓ ZIEHL Broncoaspirat;1;TINCIÓ ZIEHL Broncoaspirado;24002-8;N;;MICROBIOLOGIA;Tinció Ziehl-Neelsen;MICROBIOLOGIA GENERAL;1147
8600;ANTIGEN ROTAVIRUS Femta;1;ANTIGEN ROTAVIRUS Femta;5879-2;N;;MICROBIOLOGIA;Immunocromatografia de membrana;MICROBIOLOGIA GENERAL;1140
3225;DEHIDROEPIANDROSTERONA SULFAT (DHEA-S) Sèrum;1;DHEA-S Sèrum;2191-5;N;;HORMONES;Electroquimioluminescència;ELECSYS / COBAS H232;1136
7085;ESTUDI MRSA;1;ESTUDI MRSA;13317-3;N;SARM;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1134
1011;UREA Orina 24 h;1;UREA Orina concentració;63481-6;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1129
1011;UREA Orina 24 h;2;UREA Orina 24 h;48999-7;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1129
3585;VITAMINA B1 Sang;1;VITAMINA B1 Sang;2998-3;N;Tiamina, Aneurina;BIOQUÍMICA;Cromatografia líquida alta resolució;REF;1123
4T09;Olea europaea (Olivera) IgE sèrum;1;IgE Olivera (O. europaea);6192-9;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1115
DERP2;rDer p 2 (D. pteronyssinus) IgE sèrum;1;IgE rDer p2 (D. pteronyssinus);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1113
2510;GLUCOSA L. pleural;1;GLUCOSA L. pleural;2346-5;N;;ORINA/LÍQUIDS/SECREC.;Enzimàtic espectrofotometria;MODULAR / COBAS INTEGRA;1110
DERP1;rDer p 1 (D. pteronyssinus) IgE sèrum;1;IgE rDer p1 (D. pteronyssinus);0;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1110
2520;PROTEÏNES L. pleural;1;PROTEÏNES L. pleural;2882-9;N;;ORINA/LÍQUIDS/SECREC.;Colorimetria;MODULAR / COBAS INTEGRA;1109
7530;CULTIU AEROBI L. pleural;1;CULTIU AEROBI L. pleural;17279-1;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1099
2500;RECOMPTE CEL·LULAR L. pleural;1;CÈL. NUCLEADES L. pleural;58904-4;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1098
2500;RECOMPTE CEL·LULAR L. pleural;2;HEMATIES L. pleural;793-0;N;;ORINA/LÍQUIDS/SECREC.;Microscòpia;ORINA/LIQUIDOS GENERAL;1098
9804S;COVID RNA Sang;1;COVID RNA Sang;0;N;;CITOLOGIA HEMATOLÒGICA;No aplica;COVID;1092
1907;EVEROLIMUS Sang;1;EVEROLIMUS Sang;50544-6;N;CERTICAN;TOXICOLOGIA/FARMACOLOGIA;HPLC-EM;LC-MASSES (QTRAP);1084
3595;VITAMINA E Sèrum;1;VITAMINA E Sèrum;1823-4;N;alfa-Tocoferol;BIOQUÍMICA;Cromatografia líquida alta resolució;HPLC GENERAL;1083
7531;CULTIU ANAEROBI L. pleural;1;CULTIU ANAEROBI L. pleural;17279-1;N;;MICROBIOLOGIA;Cultiu;MICROBIOLOGIA GENERAL;1076
4515;AC. ANTI-PROTEÏNASA 3 Sèrum;1;AC. ANTI-PROTEÏNASA 3 Sèrum;0;N;Ac anti-PR3, anti-PR3 autoanticossos;AUTOIMMUNITAT;Enzimoimmunoassaig;BIOPLEX;1068
4450;AC. ANTI-SCL70 Sèrum;1;AC. ANTI-SCL70 Sèrum;26975-3;N;Ac anti-topoisomerasa I, Ac anti-topo I;AUTOIMMUNITAT;Enzimoimmunoassaig;BIOPLEX;1064
4W21;Parietaria judaica IgE sèrum;1;IgE Parietaria judaica;6199-4;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1062
3586;VITAMINA B6 Plasma;1;VITAMINA B6 Plasma;39786-9;N;Piridoxina;BIOQUÍMICA;Enzimàtic;REF;1060
4F02;Llet de vaca IgE sèrum;1;IgE llet de vaca;7258-7;N;;AL·LÈRGIA;Fluorenzimoimmunoassaig;PHADIA 250;1049
3171;D-4-ANDROSTENDIONA Sèrum;1;D-4-ANDROSTENDIONA Sèrum;1854-9;N;;HORMONES;Electroquimioluminescència;LIAISON;1048
8131;AC. IGG VIRUS HERPES SIMPLE 1 Sèrum;1;IGG HERPES SIMPLE 1 Sèrum;5206-8;N;Ac. IgG VHS-1;SEROLOGIA INFECCIOSA;Quimioluminiscència;LIAISON;1047
6222;PROTEÏNA S LLIURE Plasma;1;PROTEÏNA S LLIURE Plasma;27821-8;N;;HEMOSTÀSIA;Immunoturbidimetria;CS;1046
1042;IONOGRAMA Orina 24 h;1;SODI orina mmol/L;21525-1;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
1042;IONOGRAMA Orina 24 h;2;SODI orina 24 h;2956-1;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
1042;IONOGRAMA Orina 24 h;3;POTASSI orina mmol/L;21476-7;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
1042;IONOGRAMA Orina 24 h;4;POTASSI orina 24 h;2829-0;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
1042;IONOGRAMA Orina 24 h;5;CLOR orina mmol/L;21194-6;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
1042;IONOGRAMA Orina 24 h;6;CLOR orina 24 h;2079-2;N;;ORINA/LÍQUIDS/SECREC.;Potenciometria;MODULAR / COBAS INTEGRA;1045
8132;AC. IGM VIRUS HERPES SIMPLE 1 Sèrum;1;IGM HERPES SIMPLE 1 Sèrum;5207-6;N;Ac. IgM VHS-1;SEROLOGIA INFECCIOSA;Enzimoimmunoassaig;EVOLIS;1045
9801S;COVID DNA BASAL;1;COVID DNA BASAL;0;N;;CITOLOGIA HEMATOLÒGICA;No aplica;COVID;1045
